"21187","Австралийская_поганка","289506","","2174","20220603045752"
"21188","Австралийская_птица-колокольчик","8520744","","41849","20210723170527"
"21189","Австралийская_пятнистая_кошачья_акула","3892737","","2920","20220414085750"
"21190","Австралийская_пятнистая_макрель","6387256","","7828","20190826184036"
"21191","Австралийская_рыба-лента","8248091","","6535","20210805141538"
"21192","Австралийская_савка","3011788","","12223","20220508151144"
"21193","Австралийская_саранча","6705312","","17412","20220525075404"
"21194","Австралийская_сипуха","2625288","","4475","20220525075408"
"21195","Австралийская_скумбрия","6312877","","9964","20220525075413"
"21196","Австралийская_центрина","4671143","","10879","20191202161607"
"21197","Австралийская_чайка","3509700","","6014","20200905091720"
"21198","Австралийская_шилоклювка","9116221","","2718","20220706100336"
"21199","Австралийская_широконоска","1971257","","2777","20190603141129"
"21200","Австралийские_вельветки","7770830","","4259","20220525080218"
"21201","Австралийские_водяные_крысы","8051550","","2573","20210605201010"
"21202","Австралийские_губаны","8257638","","3860","20220111145721"
"21203","Австралийские_дрозды","2021078","","1430","20200907133210"
"21204","Австралийские_жабы","977831","","10783","20220525080233"
"21205","Австралийские_зарянки","1806251","","3445","20220525080240"
"21206","Австралийские_змееящерицы","1940489","","2378","20180520034729"
"21207","Австралийские_змеиношеие_черепахи","4266970","","5768","20170425112313"
"21208","Австралийские_квакши","988845","","12484","20220525080320"
"21209","Австралийские_медноголовые_змеи","7623879","","3032","20181006065405"
"21210","Австралийские_пятнистые_кошачьи_акулы","3892307","","3235","20220513043345"
"21211","Австралийские_толстохвостые_гекконы","7913055","","4228","20200407032530"
"21212","Австралийские_широкороты","2562605","","2740","20210816175644"
"21213","Австралийский_бурый_ястреб","2941024","","4290","20210221083141"
"21214","Австралийский_бычерыл","5991521","","6645","20220525080419"
"21215","Австралийский_ворон","2678499","","7269","20211230213127"
"21216","Австралийский_гидролаг","7142089","","1778","20180107103234"
"21217","Австралийский_гладколобый_удильщик","6413908","","2225","20160530141700"
"21218","Австралийский_древесный_варан","5242678","","4361","20210618062447"
"21219","Австралийский_журавль","535119","","10495","20201227115644"
"21220","Австралийский_ибис","2371503","","3312","20211027004712"
"21221","Австралийский_колючепёр","3658105","","5218","20220211152351"
"21222","Австралийский_кулик-сорока","4167116","","3755","20170201155753"
"21223","Австралийский_ложный_вампир","5799643","","4876","20210404155504"
"21224","Австралийский_морской_ангел","3129276","","8409","20190221141010"
"21225","Австралийский_морской_бекас","9092904","","5835","20220525080936"
"21226","Австралийский_морской_лев","525719","","5941","20160424014422"
"21227","Австралийский_нактус","4026007","","1891","20220129084246"
"21228","Австралийский_нырок","8727128","","3710","20210303200044"
"21229","Австралийский_орляк","5894424","","12972","20220525081127"
"21230","Австралийский_орёл-карлик","8713287","","3322","20220615194643"
"21231","Австралийский_пегий_кулик-сорока","8199418","","2802","20220706072456"
"21232","Австралийский_пеликан","725849","","22630","20220525081137"
"21233","Австралийский_перепел","7658413","","3639","20220525081142"
"21234","Австралийский_пилонос","4938430","","13437","20220525081146"
"21235","Австралийский_питон_Рамсея","4113276","","5087","20190128183730"
"21236","Австралийский_погоныш","8731456","","4066","20220525081156"
"21237","Австралийский_ремнезуб","4132551","","8985","20211029150145"
"21238","Австралийский_серебристый_горбыль","7410309","","6814","20200112120431"
"21239","Австралийский_совиный_козодой","3644548","","44819","20210818111752"
"21240","Австралийский_странник","4003262","","5827","20210819113849"
"21241","Австралийский_толстохвостый_геккон","5259040","","4384","20220711114504"
"21242","Австралийский_тунец","6267798","","29981","20220626150040"
"21243","Австралийский_узкорылый_крокодил","452218","","12228","20220525081536"
"21244","Австралийский_цветной_бекас","8330204","","3696","20220626150045"
"21245","Австралийский_чеглок","2513298","","2080","20201215071557"
"21246","Австралийский_шишечник","2201253","","10648","20220110143231"
"21247","Австрало-новозеландский_гнюс","5134555","","7283","20220525083332"
"21248","Австрало-новозеландский_эпигонус","8963569","","2981","20210901105936"
"21249","Австралоазиатские_пауки","2391462","","3876","20220525083337"
"21250","Австралопитек_гархи","2656644","","7343","20220525083400"
"21251","Австралопитек_седиба","2390139","","50129","20220525083446"
"21252","Австралопитеки","151505","","67948","20220703004336"
"21253","Австриадактиль","6350511","","6855","20220525083546"
"21254","Австрийская_цепея","2366441","","6846","20210221190736"
"21255","Австрораптор","3280320","","5362","20220525090425"
"21256","Австрохейрус","2521810","","3357","20220130095004"
"21257","Агама_Савиньи","7556816","","3815","20191222235810"
"21258","Агама_Столички","2056667","","3797","20170914095345"
"21259","Агама_колонистов","948843","","5823","20180804175439"
"21260","Агама-ситана","5238489","","3891","20190830073949"
"21261","Агами","4729723","","5998","20211111214211"
"21262","Агамиксисы","7987904","","4911","20200730102835"
"21263","Агамовые","689038","","11560","20220525150845"
"21264","Агамы_(род)","3703264","","6443","20210131171044"
"21265","Аганиновые","2276352","","2045","20181209113650"
"21266","Агаониды","1566346","","11131","20220525151923"
"21267","Агаристиновые","2675295","","5008","20220525155629"
"21268","Агилизавр","2530491","","5013","20190120191007"
"21269","Агиртиды","2066131","","4577","20220525200301"
"21270","Аглии","7542857","","4525","20201124184444"
"21271","Агностиды","4902022","","7259","20220525205326"
"21272","Агносфитис","2531982","","3440","20191015151338"
"21273","Агнотозои","1008148","","2927","20220404213546"
"21274","Агоноксениды","3973925","","4005","20190622142320"
"21275","Агономалы","6793740","","3929","20220525210217"
"21276","Агриохорус","9214313","","7893","20220604152713"
"21277","Агрозавр","2532778","","3098","20220713092821"
"21278","Агуйа","2747684","","2101","20211012061853"
"21279","Агути","817080","","7179","20220626173503"
"21280","Агути_Азары","3407617","","6270","20220317184219"
"21281","Агути_Калиновского","3799777","","2210","20170407150617"
"21282","Агутиевые","170051","","5114","20220626165316"
"21283","Агухацератопс","2534693","","4010","20220317184706"
"21284","Адазавр","2526516","","5041","20220626150055"
"21285","Адалии","2586515","","1870","20201120073537"
"21286","Адапазарская_гадюка","298045","","1500","20220118190357"
"21287","Адаписообразные","4776624","","8274","20220526014427"
"21288","Адаписы","8024704","","19000","20220524090356"
"21289","Аддакс","206822","","11564","20220526022021"
"21290","Аделоспондилы","1154067","","9381","20210703105651"
"21291","Аденская_чайка","8137466","","3233","20200905081355"
"21292","Адеопаппозавр","2526521","","3102","20210925210925"
"21293","Адериды","2416409","","5258","20220526032351"
"21294","Адинотерии","3560635","","4009","20220526043939"
"21295","Адмирал_(бабочка)","725734","","16952","20220526094256"
"21296","Адмирал_индийский","5919109","","5290","20210106080333"
"21297","Адмиралтейская_летучая_лисица","7578527","","2803","20210626222516"
"21298","Адрианихтиевые","7731363","","6156","20220526111159"
"21299","Адрианихты","7732554","","2671","20220526111223"
"21300","Адриатическая_морская_собачка","3391396","","2003","20180322202527"
"21301","Адриатический_осётр","3229696","","3336","20210412173116"
"21302","Адский_вампир","35020","","29129","20220526114523"
"21303","Аждархиды","4583179","","10665","20220526125322"
"21304","Аждархо","6319404","","11142","20220526125335"
"21305","Аждархоиды","6243629","","5659","20210830123339"
"21306","Азарская_мирикина","5400459","","5300","20220526143419"
"21307","Азербайджанская_ящерица","3263183","","7017","20220317225239"
"21308","Азиатская_корюшка","3679051","","6374","20210424144920"
"21309","Азиатская_кошачья_акула","4819133","","11093","20180703114811"
"21310","Азиатская_кунья_акула","4183109","","10071","20200413151040"
"21311","Азиатская_цивета","3534402","","6361","20220526174727"
"21312","Азиатская_широкоушка","4495820","","1933","20211127112729"
"21313","Азиатские_буйволы","595678","","6491","20220626174815"
"21314","Азиатские_горные_агамы","728730","","2868","20220118200819"
"21315","Азиатские_калао","3131003","","4682","20210826120729"
"21316","Азиатские_килеспинные_ужи","7595862","","3209","20200730102857"
"21317","Азиатские_косатки","6102067","","5113","20220526175405"
"21318","Азиатские_кошачьи_акулы","2429668","","7049","20210428213037"
"21319","Азиатские_кошачьи_акулы_(род)","4811470","","6933","20220526175410"
"21320","Азиатские_линзанги","6827876","","8050","20220526175413"
"21321","Азиатские_мабуи","1938048","","3195","20211223154743"
"21322","Азиатские_моллюскоеды_Ваглера","6850420","","1969","20220526175417"
"21323","Азиатские_оленьки","4003302","","2689","20210201191243"
"21324","Азиатские_пресноводные_черепахи","2838460","","5081","20220128062056"
"21325","Азиатские_сухопутные_черепахи","1720636","","2033","20200627090430"
"21326","Азиатские_токи","6480927","","2618","20220526175456"
"21327","Азиатские_трогоны","6170891","","2868","20220421121213"
"21328","Азиатские_храмули","2154021","","6026","20220220094116"
"21329","Азиатские_щучки","3386860","","6437","20160408181456"
"21330","Азиатский_барсук","2826165","","3279","20220314161337"
"21331","Азиатский_бекас","9782863","","4026","20220706065206"
"21332","Азиатский_бекасовидный_веретенник","6483978","","21163","20220526175838"
"21333","Азиатский_белохохлый_калао","767583","","2463","20210826120653"
"21334","Азиатский_буйвол","595676","","20793","20220526175843"
"21335","Азиатский_бурундук","90186","","20604","20220526180023"
"21336","Азиатский_волк","1186420","","5757","20210222120433"
"21337","Азиатский_гепард","6984424","","10420","20220702091700"
"21338","Азиатский_гологлаз","2080610","","5666","20220526180057"
"21339","Азиатский_кеклик","1343058","","4703","20200628170924"
"21340","Азиатский_лапчатоног","7941247","","3765","20200331154535"
"21341","Азиатский_лев","1790181","","13835","20220526180653"
"21342","Азиатский_муравей-портной","2423281","","13700","20220526233109"
"21343","Азиатский_паралихт","3119397","","3972","20191107120504"
"21344","Азиатский_пилорыл","6099315","","20264","20220526180836"
"21345","Азиатский_слон","143360","","71922","20220626165322"
"21346","Азиатский_страус","3306846","","8157","20220526181057"
"21347","Азиатский_стрелозубый_палтус","4481757","","9760","20220622110318"
"21348","Азиатский_таракан","6477194","","3964","20190615114013"
"21349","Азиатский_ябиру","2682030","","4247","20180315172155"
"21350","Азовская_пуголовка","7883912","","7803","20210704074341"
"21351","Азовская_шемая","7874528","","5325","20190511133721"
"21352","Азовская_щиповка","7880802","","6060","20220526194558"
"21353","Азовский_пузанок","7872809","","3322","20220220094127"
"21354","Азорская_вечерница","4006225","","3039","20170914190051"
"21355","Азорский_снегирь","1215363","","8820","20220526201101"
"21356","Аимофилы","1839665","","4967","20220128062356"
"21357","Аистовые","122951","","5899","20211225145616"
"21358","Аистоклювые_зимородки","2558572","","3002","20220526211045"
"21359","Аистоклювый_зимородок","2348941","","4233","20210907114449"
"21360","Аистообразные","2024962","","36022","20220626150100"
"21361","Аисты","377366","","7708","20220617020710"
"21362","Аисты-разини","979727","","3235","20210618073706"
"21363","Айдахский_кролик","3955933","","3261","20161030175029"
"21364","Айлантовый_шелкопряд","2331785","","6795","20220527003644"
"21365","Айолот","6504535","","2232","20190507140117"
"21366","Акалаты","2046064","","5919","20220625041850"
"21367","Акантодообразные","6768114","","34996","20220318003154"
"21368","Акантодоры","7987882","","5258","20191006122130"
"21369","Акантоды","153608","","57139","20220318003205"
"21370","Акантозавры","7486067","","7097","20220318003214"
"21371","Акантолабрус","6257782","","4805","20220408133342"
"21372","Акантостега","545561","","6369","20220318003323"
"21373","Акантофолис","1809788","","10102","20220318003403"
"21374","Акантофтальмус_Кюля","4233304","","2321","20200913200042"
"21375","Акантоцепола_Крузенштерна","7899543","","4707","20190526113218"
"21376","Акара_голубая","1435013","","5774","20220318003656"
"21377","Акариформные_клещи","2226485","","11762","20220626165326"
"21378","Акарихт_Геккеля","3654962","","3593","20150530090000"
"21379","Акациевые_крысы","7482347","","2741","20220318011055"
"21380","Акбесия_Давида","9048111","","10834","20220318014511"
"21381","Акизовые","3591125","","9651","20220527094157"
"21382","Акикики","2005521","","6295","20220619045741"
"21383","Аклердиды","3956068","","6830","20210321221246"
"21384","Аконтиасы","8025960","","3783","20190919045906"
"21385","Аконтиновые","2276341","","3032","20220527130237"
"21386","Акрида_венгерская","7592467","","2004","20181218071051"
"21387","Акрида_обыкновенная","3437518","","8114","20210124234457"
"21388","Акристатерий","3581289","","3760","20200402083543"
"21389","Акрокантозавр","743667","","10748","20210925124050"
"21390","Акролепиды","2346745","","3206","20210713024633"
"21391","Акропоматовые","6561050","","6137","20220527140144"
"21392","Акроторацики","8510312","","7906","20220626150105"
"21393","Аксимииды","2235974","","3948","20220527151327"
"21394","Аксис_(олень)","593722","","3084","20210325154137"
"21395","Аксис_цейлонский","2695245","","2964","20200715152418"
"21396","Аксисы","9007566","","3447","20220527152521"
"21397","Актиасы","2122856","","4918","20220626150110"
"21398","Актинии","711565","","5050","20220626165331"
"21399","Акула_Парина","4477766","","2818","20191229064500"
"21400","Акула-домовой","1350916","","16666","20220527185806"
"21401","Акулий_бала","926514","","3083","20200124144908"
"21402","Акулы","130346","","173393","20220704074751"
"21403","Акулы-мако","3065301","","4577","20200303163743"
"21404","Акулы-молоты","1347448","","3964","20200319213000"
"21405","Акулы-няньки","3079090","","13780","20190715193604"
"21406","Алабамская_черепаха","7984426","","5465","20220528153457"
"21407","Алабамский_протей","9233879","","10902","20220528153507"
"21408","Алабесы","6883114","","3925","20220528153724"
"21409","Алайский_ложный_гологлаз","4803987","","5498","20191102001047"
"21410","Алалкоменей","4592510","","4050","20171228030916"
"21411","Аламозавр","1253541","","7900","20220108072845"
"21412","Алашанская_пищуха","3728332","","3010","20220318032502"
"21413","Алашанский_суслик","8577147","","11744","20220318032508"
"21414","Алая_пиранга","5957716","","2919","20171127054832"
"21415","Алебастровый_цикореус","2377420","","4415","20190411012734"
"21416","Александрийская_белозубка","3375263","","2368","20180521190402"
"21417","Александров_кольчатый_попугай","393918","","5648","20210307075445"
"21418","Алексииды","2432852","","8626","20220321234439"
"21419","Алектрозавр","7049235","","12986","20220318054408"
"21420","Алекты","7897993","","4873","20210316151302"
"21421","Алепы","9159066","","6047","20220201155724"
"21422","Алесты","7004729","","3489","20220318064133"
"21423","Алеутская_крачка","7648982","","3116","20190115061715"
"21424","Алеутский_морской_окунь","4920353","","9491","20220318065258"
"21425","Алеутский_пыжик","2506134","","2947","20210819113209"
"21426","Алжирипитек","4223806","","4315","20210524205336"
"21427","Алжирский_поползень","9771951","","3662","20220623100431"
"21428","Алжирский_ёж","1781725","","4693","20210730143905"
"21429","Алидиды","2338829","","4284","20220709095523"
"21430","Алиорамы","2129085","","11235","20220530093500"
"21431","Алкиной_(бабочка)","1923304","","8773","20220422102703"
"21432","Алланкастрии","2128053","","3233","20201124191703"
"21433","Алланкастрия_кавказская","3287856","","9876","20180823194903"
"21434","Аллеганский_скрытожаберник","939997","","3138","20170806154119"
"21435","Аллигаторовые","301834","","9884","20220626150115"
"21436","Аллигаторовые_ящерицы","4173006","","6869","20220508143734"
"21437","Аллигаторы","231067","","16571","20220611152049"
"21438","Аллоблениусы","3239986","","1471","20140809111941"
"21439","Аллозавриды","2701308","","6088","20211004064411"
"21440","Аллозавры","303502","","39864","20220618165709"
"21441","Аллотерии","3559280","","5800","20220602060528"
"21442","Алмазный_квезаль","9160118","","14300","20220620092853"
"21443","Алмазный_фазан","2645542","","10304","20220625081100"
"21444","Алогрудый_цветоед","9268783","","13673","20220528221444"
"21445","Алозы","2766825","","5031","20210805110907"
"21446","Алтайская_мышовка","2828284","","2622","20200910113117"
"21447","Алтайская_пищуха","187539","","11131","20211019054830"
"21448","Алтайский_горный_баран","4130699","","9028","20220528234517"
"21449","Алтайский_марал","8113071","","5916","20220411191638"
"21450","Алтайский_осман_Потанина","3677227","","2708","20210910192623"
"21451","Алтайский_сокол","3102736","","5410","20170128225437"
"21452","Алтайский_улар","4130332","","4918","20220209200311"
"21453","Алтикусы","3241177","","1872","20191029184940"
"21454","Алуокерия","7334382","","14237","20220623043619"
"21455","Алые_ибисы","6116896","","9737","20210826004242"
"21456","Алый_вьюрок","4259069","","4062","20200530181636"
"21457","Алый_плеснеед","4992429","","4023","20220629142506"
"21458","Альбатрос_Буллера","3833511","","5387","20170926135322"
"21459","Альбатросовые","191242","","81151","20220529012756"
"21460","Альбатросы","623921","","8434","20220326094120"
"21461","Альбертацератопс","2528586","","6818","20200528163727"
"21462","Альбертозавр","1023865","","66775","20220712112502"
"21463","Альбула_(рыба)","2373418","","10008","20220529020241"
"21464","Альбуловые","4748023","","6483","20220529034534"
"21465","Альбумарес","3523351","","6668","20211228123738"
"21466","Альваресзавр","3204930","","6840","20201106065400"
"21467","Альваресзавриды","1698255","","11265","20210508200911"
"21468","Альвеококк","6492646","","6136","20210601195828"
"21469","Альдабранская_камышовка","2446826","","2607","20210506114053"
"21470","Альдабранский_дронго","9442726","","2293","20220529022638"
"21471","Альпака","144243","","15424","20220626174821"
"21472","Альпийская_бурозубка","3946227","","4943","20211210121350"
"21473","Альпийская_галка","1370747","","46363","20220621202843"
"21474","Альпийская_завирушка","2847501","","8052","20220529151704"
"21475","Альпийская_муния","2162053","","3536","20211209055746"
"21476","Альпийская_мягкотелка","3431695","","5486","20200427141308"
"21477","Альпийская_саламандра","1110992","","7821","20220529031032"
"21478","Альпийская_ящерица","9441577","","6112","20220704223507"
"21479","Альпийские_галки","2632011","","1611","20220529031048"
"21480","Альпийский_горный_козёл","1223922","","8690","20211205205305"
"21481","Альпийский_сурок","2083978","","32349","20220712051042"
"21482","Альпийский_тритон","940139","","13334","20220529031209"
"21483","Альпийский_усач","543581","","6613","20220611133034"
"21484","Альтикамелус","2096877","","4769","20220529034838"
"21485","Альтирин","2628934","","14134","20220128063424"
"21486","Альтиспинакс","6382882","","17185","20210125011713"
"21487","Альционарии","4726252","","6309","20220606021315"
"21488","Альциппы","1997796","","3685","20200922164619"
"21489","Аляскацефал","5608907","","4470","20220529045832"
"21490","Аляскинский_заяц","3712465","","5724","20161030185759"
"21491","Аляскинский_лось","8112775","","5205","20220630014451"
"21492","Аляскинский_шипощёк","6218382","","11230","20220110155546"
"21493","Амадаи","9199621","","7685","20220209162902"
"21494","Амадай_Уарда","9214677","","8671","20220318123349"
"21495","Амадины","765822","","3592","20220712063459"
"21496","Амазон_Мюллера","388547","","4224","20220318124645"
"21497","Амазонская_белка","3907244","","5342","20220607083642"
"21498","Амазонская_зонтичная_птица","4359289","","5899","20220708064355"
"21499","Амазонская_ласка","1058216","","2751","20220318125205"
"21500","Амазонская_моллинезия","9190934","","4897","20220318125219"
"21501","Амазонская_рогатка","4769476","","4217","20210205085330"
"21502","Амазонский_венценосный_мухоед","1827192","","7362","20220318125255"
"21503","Амазонский_дельфин","238061","","23937","20220518093239"
"21504","Амазонский_дикобраз","3983476","","3597","20211213070530"
"21505","Амазонский_зелёный_зимородок","3761868","","2742","20210906190613"
"21506","Амазонский_ламантин","578517","","16852","20220417172345"
"21507","Амазонский_мечеклювый_древолаз","8050511","","2690","20191223001511"
"21508","Амазонский_ревун","2079687","","2029","20180925141952"
"21509","Амазонский_трогон","9288927","","8759","20220529052645"
"21510","Амазонский_чирок","1637801","","7396","20220414095240"
"21511","Амазонский_чёрный_тиранн","7969405","","2468","20220611065738"
"21512","Амазоны","305372","","6459","20220318125418"
"21513","Амамийский_вальдшнеп","1948498","","3962","20200706122452"
"21514","Амандавы","9800972","","4671","20220712120751"
"21515","Амаранты","3602583","","3021","20210915141743"
"21516","Амаргазавр","5018101","","6212","20211201082306"
"21517","Амбарная_моль","8243815","","6108","20220711083831"
"21518","Амбарные_клещи","728783","","4801","20180115131042"
"21519","Амбистома_Копа","7164693","","6155","20220529055638"
"21520","Амбистомовые","954212","","32025","20220529055641"
"21521","Амбистомы","6492672","","2242","20180907102349"
"21522","Амблиоммины","6772458","","3990","20201021081446"
"21523","Амблиопсовые","7563690","","3912","20220206043151"
"21524","Амбоинская_белоглазка","8549936","","4256","20220704114442"
"21525","Амбоинская_шарнирная_черепаха","581067","","3156","20150214102418"
"21526","Амбоинский_королевский_попугай","399964","","2573","20170125172436"
"21527","Амбондро","1589631","","5670","20211213134809"
"21528","Амброзиевые_листоеды","2164668","","2554","20201120123532"
"21529","Амброзиевый_полосатый_листоед","2164689","","3613","20210330120043"
"21530","Амбулоцет","1888476","","5405","20220604144001"
"21531","Амгуэмская_даллия","710894","","3621","20181124035919"
"21532","Амейва_Грисволда","8965740","","5289","20211120181703"
"21533","Амейвы","5229813","","5452","20201027033605"
"21534","Амека","2437424","","4405","20220206115101"
"21535","Амелетопсы","1710962","","3821","20220529062535"
"21536","Американская_белая_бабочка","3888605","","14678","20211012065611"
"21537","Американская_бельдюга","4966688","","7586","20220110155954"
"21538","Американская_болотная_черепаха","7588652","","8619","20220626150120"
"21539","Американская_выпь","3229501","","6320","20220626150125"
"21540","Американская_горихвостка","2657189","","3742","20210902000058"
"21541","Американская_длиннорылая_акула","3847792","","13999","20220529070143"
"21542","Американская_евдошка","4169799","","3516","20181113104418"
"21543","Американская_жаба","2399392","","4201","20220529070231"
"21544","Американская_зелёная_кваква","665825","","12151","20220529070255"
"21545","Американская_змеешейка","368656","","12658","20210215153327"
"21546","Американская_куница","1236431","","4636","20170115084310"
"21547","Американская_кунья_акула","4163812","","12019","20170915214200"
"21548","Американская_лисица","2629136","","8142","20220529070836"
"21549","Американская_лысуха","3054283","","3939","20220405100834"
"21550","Американская_морская_чернеть","3944878","","4172","20211005093819"
"21551","Американская_норка","137870","","11564","20220529071014"
"21552","Американская_оляпка","4901208","","2291","20170107202145"
"21553","Американская_палия","3636421","","4660","20211225073448"
"21554","Американская_пищуха_(млекопитающее)","160892","","1936","20220529071113"
"21555","Американская_пищуха_(птица)","3030482","","3804","20200819115146"
"21556","Американская_савка","3012857","","12130","20211005174036"
"21557","Американская_свиязь","1031099","","6145","20210911104737"
"21558","Американская_синьга","8136692","","7041","20211005093811"
"21559","Американская_спиза","2285869","","3341","20200510020024"
"21560","Американская_тимелия","5647779","","4835","20180909162029"
"21561","Американская_чёрная_казарка","2400317","","6691","20220529071541"
"21562","Американская_чёрная_катарта","400020","","10445","20220606160152"
"21563","Американская_чёрная_кряква","1999937","","11502","20220125143244"
"21564","Американская_шилоклювка","5259820","","6268","20220529071555"
"21565","Американская_щука","2677174","","2447","20181113150056"
"21566","Американская_ясеневая_тля","8016419","","11436","20220529071640"
"21567","Американские_геоемиды","7142739","","3861","20191230204833"
"21568","Американские_грифы","302934","","37454","20220626150130"
"21569","Американские_грифы_(отряд)","5992291","","7532","20210816135435"
"21570","Американские_дикобразы","39834","","9716","20220711154705"
"21571","Американские_звездочётовые","8186111","","5993","20200131203239"
"21572","Американские_клювачи","398797","","4848","20191108083812"
"21573","Американские_копьеголовые_змеи","1274693","","9786","20220626174826"
"21574","Американские_короткохвостые_бурозубки","948870","","1734","20190607225436"
"21575","Американские_кролики","3426606","","10576","20220529071941"
"21576","Американские_кукушки","5856732","","5499","20190607225431"
"21577","Американские_куропатки","7133162","","2152","20220529071947"
"21578","Американские_лавраки","2272051","","1614","20201215074407"
"21579","Американские_лесные_ужи","7631004","","5691","20200820160832"
"21580","Американские_листоносые","204023","","29554","20220702114234"
"21581","Американские_олени","177997","","4475","20220529072336"
"21582","Американские_поганки","285422","","1854","20211225141244"
"21583","Американские_подкожные_оводы","7639705","","12794","20220529072354"
"21584","Американские_пресноводные_миноги","3236545","","2557","20210404184352"
"21585","Американские_пресноводные_черепахи","286782","","4698","20200315161107"
"21586","Американские_присосконоги","191340","","6557","20140101161511"
"21587","Американские_протеи","2941343","","3362","20210911055042"
"21588","Американские_речные_выдры","1971078","","1705","20220111161220"
"21589","Американские_стрижи","2542037","","30400","20220113070107"
"21590","Американские_сухопутные_черепахи","1725203","","2498","20210528033544"
"21591","Американские_ужи","5832421","","3819","20170405124024"
"21592","Американские_червеобразные_змеи","1273746","","5004","20220529072453"
"21593","Американский_аист","3258074","","3698","20220428062054"
"21594","Американский_барсук","1854255","","3379","20220529072540"
"21595","Американский_бекасовидный_веретенник","2316942","","9426","20220529072547"
"21596","Американский_белогорлый_козодой","1835117","","9313","20210821114642"
"21597","Американский_белый_пеликан","726729","","18368","20210826003831"
"21598","Американский_беляк","2893527","","5890","20190720232631"
"21599","Американский_бурый_пеликан","78990","","6399","20210826003612"
"21600","Американский_вальдшнеп","4679601","","7141","20220529072610"
"21601","Американский_ворон","125052","","11972","20220529072646"
"21602","Американский_гидролаг","6564299","","7430","20210824104820"
"21603","Американский_жулан","2539878","","5764","20220131162116"
"21604","Американский_журавль","530565","","15352","20191108084234"
"21605","Американский_землеройковый_крот","4918308","","4359","20210125014326"
"21606","Американский_клювач","398442","","12490","20200619183837"
"21607","Американский_конёк","3007375","","4274","20160406121444"
"21608","Американский_корсак","95321","","13262","20220529073022"
"21609","Американский_красноголовый_нырок","8180063","","4842","20211005093808"
"21610","Американский_кулик-сорока","8199442","","2613","20200211121415"
"21611","Американский_лебедь","860909","","5096","20210303101915"
"21612","Американский_лев","1475315","","8395","20210925104453"
"21613","Американский_лось","8039816","","6957","20220529073034"
"21614","Американский_макруронус","8304507","","16030","20220529073040"
"21615","Американский_мастодонт","3379630","","7613","20220529104116"
"21616","Американский_морской_ангел","4897173","","19144","20220529073116"
"21617","Американский_морской_чёрт","4102531","","7954","20220529073122"
"21618","Американский_омар","5085394","","46495","20220626150135"
"21619","Американский_пепельный_улит","3255077","","5623","20220529073344"
"21620","Американский_полиприон","9185679","","9956","20220529073451"
"21621","Американский_протей","7167437","","9041","20220529073510"
"21622","Американский_ремез","3005105","","3406","20170111225353"
